Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
1571.5,111833
1572.5,111594
1573.5,23353.2
1574.5,-2002.55
1575.5,-2387.6
1576.5,-835.968
1577.5,-607.2
1578.5,-607.2
1579.5,-607.2
1580.5,-607.2
1581.5,-607.2
1582.5,-607.2
1583.5,-607.2
1584.5,-607.2
1585.5,-607.2
1586.5,-607.2
1587.5,-607.2
1588.5,-607.2
1589.5,-607.2
1590.5,-607.2
1591.5,-607.2
1592.5,-607.2
1593.5,-607.2
1594.5,-3720.1
1595.5,-835.968
1596.5,-607.2
1597.5,-607.2
1598.5,-3673.92
1599.5,27903.9
1600.5,-835.968
1601.5,-607.2
1602.5,-607.2
1603.5,-607.2
1604.5,-607.2
1605.5,-607.2
1606.5,-607.2
1607.5,-607.2
1608.5,-607.2
1609.5,-607.2
1610.5,-607.2
1611.5,-607.2
1612.5,-607.2
1613.5,-607.2
1614.5,-607.2
1615.5,-607.2
1616.5,-607.2
1617.5,-3826.93
1618.5,68245.2
1619.5,110073
1620.5,109145
1621.5,108613
1622.5,108599
1623.5,109117
1624.5,110041
1625.5,111216
1626.5,111770
1627.5,112516
1628.5,112701
1629.5,112648
1630.5,112579
1631.5,112489
1632.5,112359
1633.5,68018.3
1634.5,-607.2
1635.5,-607.2
1636.5,-607.2
1637.5,-607.2
1638.5,-607.2
1639.5,-607.2
1640.5,-607.2
1641.5,-4652.04
1642.5,109027
1643.5,108821
1644.5,107824
1645.5,107326
1646.5,107457
1647.5,108177
1648.5,109209
1649.5,110843
1650.5,112214
1651.5,114325
1652.5,114530
1653.5,114499
1654.5,114456
1655.5,114398
1656.5,114325
1657.5,114232
1658.5,114102
1659.5,55866.1
1660.5,-607.2
1661.5,-607.2
1662.5,-607.2
1663.5,-607.2
1664.5,-607.2
1665.5,-607.2
1666.5,-607.2
1667.5,-607.2
1668.5,-5208.17
1669.5,110901
1670.5,111018
1671.5,111413
1672.5,111995
1673.5,111663
1674.5,112653
1675.5,7186.55
1676.5,-607.2
1677.5,-607.2
1678.5,-607.2
1679.5,-607.2
1680.5,-607.2
1681.5,-607.2
1682.5,-607.2
1683.5,-607.2
1684.5,-607.2
1685.5,-607.2
1686.5,-607.2
1687.5,-607.2
1688.5,-607.2
1689.5,-607.2
1690.5,-607.2
1691.5,-1859.96
1692.5,-3539.78
1693.5,61754
1694.5,-835.968
1695.5,-3795.46
1696.5,65228.7
1697.5,111652
1698.5,110267
1699.5,30559.1
1700.5,-607.2
1701.5,-607.2
1702.5,-607.2
1703.5,-607.2
1704.5,-607.2
1705.5,-607.2
1706.5,-607.2
1707.5,-607.2
1708.5,-607.2
1709.5,-607.2
1710.5,-607.2
1711.5,-607.2
1712.5,-607.2
1713.5,-3316.95
1714.5,47379
1715.5,109083
1716.5,108112
1717.5,107640
1718.5,107781
1719.5,108464
1720.5,109630
1721.5,110926
1722.5,112056
1723.5,113777
1724.5,113970
1725.5,113917
1726.5,113854
1727.5,113785
1728.5,113708
1729.5,113605
1730.5,98950.2
1731.5,-607.2
1732.5,-607.2
1733.5,-607.2
1734.5,-607.2
1735.5,-607.2
1736.5,-607.2
1737.5,-4242.73
1738.5,95184.1
1739.5,110035
1740.5,110520
1741.5,109458
1742.5,111409
1743.5,112004
1744.5,113649
1745.5,111319
1746.5,113432
1747.5,12253.9
1748.5,-607.2
1749.5,-607.2
1750.5,-607.2
1751.5,-607.2
1752.5,-607.2
1753.5,-607.2
1754.5,-607.2
1755.5,-607.2
1756.5,-607.2
1757.5,-607.2
1758.5,-607.2
1759.5,-607.2
1760.5,-607.2
1761.5,-3926.6
1762.5,54374.8
1763.5,111855
1764.5,110873
1765.5,110539
1766.5,109553
1767.5,111515
1768.5,111487
1769.5,111709
1770.5,111684
1771.5,112688
1772.5,112792
1773.5,50240.1
1774.5,-607.2
1775.5,-607.2
1776.5,-607.2
1777.5,-607.2
1778.5,-607.2
1779.5,-607.2
1780.5,-607.2
1781.5,-607.2
1782.5,-607.2
1783.5,-607.2
1784.5,-607.2
1785.5,-4261.17
1786.5,96357.9
1787.5,109667
1788.5,109627
1789.5,109104
1790.5,109114
1791.5,109622
1792.5,110566
1793.5,111813
1794.5,112045
1795.5,113995
1796.5,114194
1797.5,114169
1798.5,114134
1799.5,114072
1800.5,113975
1801.5,113824
1802.5,15486
1803.5,-607.2
1804.5,-607.2
1805.5,-607.2
1806.5,-607.2
1807.5,-607.2
1808.5,-607.2
1809.5,-4062.28
1810.5,84079.4
1811.5,110289
1812.5,110497
1813.5,110180
1814.5,110317
1815.5,110877
1816.5,111748
1817.5,112737
1818.5,114019
1819.5,114219
1820.5,114157
1821.5,114065
1822.5,113912
1823.5,10918
1824.5,-607.2
1825.5,-607.2
1826.5,-607.2
1827.5,-607.2
1828.5,-607.2
1829.5,-607.2
1830.5,-607.2
1831.5,-607.2
1832.5,-607.2
1833.5,-3673.85
1834.5,57349.6
1835.5,111613
1836.5,110901
1837.5,110515
1838.5,110514
1839.5,110904
1840.5,111630
1841.5,112551
1842.5,114572
1843.5,113825
1844.5,113743
1845.5,113610
1846.5,16264.2
1847.5,-607.2
1848.5,-607.2
1849.5,-607.2
1850.5,-607.2
1851.5,-607.2
1852.5,-607.2
1853.5,-607.2
1854.5,-607.2
1855.5,-607.2
1856.5,-607.2
1857.5,-3753.39
1858.5,63254.4
1859.5,111422
1860.5,110627
1861.5,110478
1862.5,110443
1863.5,111086
1864.5,111385
1865.5,112303
1866.5,114467
1867.5,113798
1868.5,113719
1869.5,113607
1870.5,55338.7
1871.5,-607.2
1872.5,-607.2
1873.5,-607.2
1874.5,-607.2
1875.5,-607.2
1876.5,-607.2
1877.5,-607.2
1878.5,-607.2
1879.5,-607.2
1880.5,-607.2
1881.5,-3916.62
1882.5,75111.8
1883.5,111846
1884.5,111177
1885.5,111839
1886.5,110611
1887.5,110374
1888.5,111142
1889.5,111925
1890.5,112674
1891.5,114368
1892.5,113623
1893.5,113530
1894.5,90860.7
1895.5,-607.2
1896.5,-607.2
1897.5,-607.2
1898.5,-607.2
1899.5,-607.2
1900.5,-607.2
1901.5,-607.2
1902.5,-607.2
1903.5,-607.2
1904.5,-607.2
1905.5,-3883.64
1906.5,73014.4
1907.5,112166
1908.5,111339
1909.5,111130
1910.5,112353
1911.5,111675
1912.5,112047
1913.5,111952
1914.5,112188
1915.5,54166.4
1916.5,-607.2
1917.5,-607.2
1918.5,-607.2
1919.5,-607.2
1920.5,-607.2
1921.5,-607.2
1922.5,-607.2
1923.5,-607.2
1924.5,-607.2
1925.5,-607.2
1926.5,-607.2
1927.5,-607.2
1928.5,-1807.22
1929.5,-3063.18
1930.5,-3918.41
1931.5,75001.3
1932.5,111096
1933.5,111844
1934.5,112146
1935.5,110645
1936.5,111429
1937.5,112142
1938.5,112366
1939.5,112549
1940.5,112668
1941.5,63364.5
1942.5,-607.2
1943.5,-607.2
1944.5,-607.2
1945.5,-607.2
1946.5,-607.2
1947.5,-607.2
1948.5,-607.2
1949.5,-607.2
1950.5,-607.2
1951.5,-607.2
1952.5,-607.2
1953.5,-2227.79
1954.5,14029.4
1955.5,-835.968
1956.5,-3674.74
1957.5,21607.6
1958.5,100451
1959.5,86765.8
1960.5,72003.7
1961.5,57863.6
1962.5,-835.968
1963.5,-607.2
1964.5,-607.2
1965.5,-607.2
1966.5,-607.2
1967.5,-607.2
1968.5,-607.2
1969.5,-607.2
1970.5,-607.2
1971.5,-607.2
1972.5,-607.2
1973.5,-607.2
1974.5,-607.2
1975.5,-607.2
1976.5,-607.2
1977.5,-3763.85
1978.5,64475.6
1979.5,111719
1980.5,111314
1981.5,111145
1982.5,110754
1983.5,111716
1984.5,112180
1985.5,111106
1986.5,109887
1987.5,58844
1988.5,-607.2
1989.5,-607.2
1990.5,-607.2
1991.5,-607.2
1992.5,-607.2
1993.5,-607.2
1994.5,-607.2
1995.5,-607.2
1996.5,-607.2
1997.5,-607.2
1998.5,-607.2
1999.5,-607.2
2000.5,-607.2
2001.5,-2323.72
2002.5,-3856.95
2003.5,111936
2004.5,112687
2005.5,112353
2006.5,112426
2007.5,112566
2008.5,112651
2009.5,110874
2010.5,16504.8
2011.5,-607.2
2012.5,-607.2
2013.5,-607.2
2014.5,-607.2
2015.5,-607.2
2016.5,-607.2
2017.5,-607.2
2018.5,-607.2
2019.5,-607.2
2020.5,-607.2
2021.5,-607.2
2022.5,-607.2
2023.5,-607.2
2024.5,-607.2
2025.5,-3246.73
2026.5,39317.6
2027.5,111489
2028.5,111045
2029.5,110860
2030.5,112150
2031.5,112128
2032.5,111690
2033.5,111367
2034.5,110469
2035.5,102300
2036.5,-607.2
2037.5,-607.2
2038.5,-607.2
2039.5,-607.2
2040.5,-607.2
2041.5,-607.2
2042.5,-607.2
2043.5,-607.2
2044.5,-607.2
2045.5,-607.2
2046.5,-607.2
2047.5,-607.2
2048.5,-607.2
2049.5,-1806.11
2050.5,-3682.05
2051.5,81944.7
2052.5,111939
2053.5,111746
2054.5,112750
2055.5,112402
2056.5,97935.8
2057.5,-835.968
2058.5,-607.2
2059.5,-607.2
2060.5,-607.2
2061.5,-607.2
2062.5,-607.2
2063.5,-607.2
2064.5,-607.2
2065.5,-607.2
2066.5,-607.2
2067.5,-607.2
2068.5,-607.2
2069.5,-607.2
2070.5,-607.2
2071.5,-607.2
2072.5,-607.2
2073.5,-3684.58
2074.5,58690.6
2075.5,112028
2076.5,111447
2077.5,110926
2078.5,111261
2079.5,111066
2080.5,111617
2081.5,112347
2082.5,112221
2083.5,111630
2084.5,111780
2085.5,111662
2086.5,46187.2
2087.5,-607.2
2088.5,-607.2
2089.5,-607.2
2090.5,-607.2
2091.5,-607.2
2092.5,-607.2
2093.5,-607.2
2094.5,-607.2
2095.5,-607.2
2096.5,-607.2
2097.5,-607.2
2098.5,-607.2
2099.5,-3464.91
2100.5,6697.44
2101.5,112095
2102.5,112434
2103.5,112593
2104.5,111797
2105.5,1833.47
2106.5,-835.968
2107.5,-607.2
2108.5,-607.2
2109.5,-607.2
2110.5,-607.2
2111.5,-607.2
2112.5,-607.2
2113.5,-607.2
2114.5,-607.2
2115.5,-607.2
2116.5,-607.2
2117.5,-607.2
2118.5,-607.2
2119.5,-607.2
2120.5,-607.2
2121.5,-2555.08
2122.5,622.614
2123.5,112588
2124.5,112084
2125.5,111756
2126.5,111723
2127.5,111971
2128.5,112445
2129.5,111946
2130.5,110770
2131.5,58334.1
2132.5,-607.2
2133.5,-607.2
2134.5,-607.2
2135.5,-607.2
2136.5,-607.2
2137.5,-607.2
2138.5,-607.2
2139.5,-607.2
2140.5,-607.2
2141.5,-607.2
2142.5,-607.2
2143.5,-607.2
2144.5,-607.2
2145.5,-3398.39
2146.5,-1072.67
2147.5,-4048.89
2148.5,84058
2149.5,110923
2150.5,110275
2151.5,110554
2152.5,111284
2153.5,111330
2154.5,111785
2155.5,112773
2156.5,112940
2157.5,112838
2158.5,112167
2159.5,-607.2
2160.5,-607.2
2161.5,-607.2
2162.5,-607.2
2163.5,-607.2
2164.5,-607.2
2165.5,-607.2
2166.5,-607.2
2167.5,-607.2
2168.5,-607.2
2169.5,-2042.29
2170.5,-2317.15
2171.5,37887.1
2172.5,112205
2173.5,111831
2174.5,111607
2175.5,111487
2176.5,110683
2177.5,-835.968
2178.5,-607.2
2179.5,-607.2
2180.5,-607.2
2181.5,-607.2
2182.5,-607.2
2183.5,-607.2
2184.5,-607.2
2185.5,-607.2
2186.5,-607.2
2187.5,-607.2
2188.5,-607.2
2189.5,-607.2
2190.5,-607.2
2191.5,-607.2
2192.5,-2167.4
2193.5,-3397.01
2194.5,-1258.85
2195.5,111996
2196.5,111447
2197.5,112044
2198.5,111713
2199.5,110765
2200.5,110866
2201.5,111795
2202.5,112097
2203.5,112372
2204.5,112649
2205.5,49813.5
2206.5,-607.2
2207.5,-607.2
2208.5,-607.2
2209.5,-607.2
2210.5,-607.2
2211.5,-607.2
2212.5,-607.2
2213.5,-607.2
2214.5,-607.2
2215.5,-607.2
2216.5,-2324.63
2217.5,-2251
2218.5,41418.8
2219.5,112211
2220.5,111864
2221.5,111158
2222.5,110599
2223.5,111207
2224.5,111155
2225.5,111884
2226.5,111984
2227.5,97608.5
2228.5,-607.2
2229.5,-607.2
2230.5,-607.2
2231.5,-607.2
2232.5,-607.2
2233.5,-607.2
2234.5,-607.2
2235.5,-607.2
2236.5,-607.2
2237.5,-607.2
2238.5,-607.2
2239.5,-607.2
2240.5,-607.2
2241.5,-2561.71
2242.5,-3734.74
2243.5,109678
2244.5,111981
2245.5,111941
2246.5,110976
2247.5,101925
2248.5,-835.968
2249.5,-3817.2
2250.5,-835.968
2251.5,-607.2
2252.5,-607.2
2253.5,-607.2
2254.5,-607.2
2255.5,-607.2
2256.5,-607.2
2257.5,-607.2
2258.5,-607.2
2259.5,-607.2
2260.5,-607.2
2261.5,-607.2
2262.5,-607.2
2263.5,-607.2
2264.5,-607.2
2265.5,-3075.44
2266.5,28368.3
2267.5,112348
2268.5,112276
2269.5,111889
2270.5,112068
2271.5,112223
2272.5,109773
2273.5,111753
2274.5,9272.49
2275.5,-607.2
2276.5,-607.2
2277.5,-607.2
2278.5,-607.2
2279.5,-607.2
2280.5,-607.2
2281.5,-607.2
2282.5,-607.2
2283.5,-607.2
2284.5,-607.2
2285.5,-607.2
2286.5,-607.2
2287.5,-607.2
2288.5,-2828.13
2289.5,33999.1
2290.5,111315
2291.5,110401
2292.5,109519
2293.5,109037
2294.5,108941
2295.5,109324
2296.5,110102
2297.5,111179
2298.5,112485
2299.5,113929
2300.5,114232
2301.5,114244
2302.5,114272
2303.5,113286
2304.5,113210
2305.5,113079
2306.5,43339
2307.5,-607.2
2308.5,-607.2
2309.5,-607.2
2310.5,-607.2
2311.5,-607.2
2312.5,-3498.42
2313.5,46618.8
2314.5,111770
2315.5,111185
2316.5,110474
2317.5,110544
2318.5,110376
2319.5,109269
2320.5,110013
2321.5,111248
2322.5,112579
2323.5,114556
2324.5,114899
2325.5,114879
2326.5,114801
2327.5,114625
2328.5,-607.2
2329.5,-607.2
2330.5,-607.2
2331.5,-607.2
2332.5,-607.2
2333.5,-607.2
2334.5,-607.2
2335.5,-607.2
2336.5,-3385.12
2337.5,48451.8
2338.5,110957
2339.5,110314
2340.5,109072
2341.5,109366
2342.5,108834
2343.5,111779
2344.5,111836
2345.5,111080
2346.5,112340
2347.5,114594
2348.5,114611
2349.5,114597
2350.5,114627
2351.5,114676
2352.5,52454.1
2353.5,-607.2
2354.5,-607.2
2355.5,-607.2
2356.5,-607.2
2357.5,-607.2
2358.5,-607.2
2359.5,-607.2
2360.5,-1951.05
2361.5,1093.24
2362.5,112101
2363.5,111174
2364.5,110892
2365.5,111431
2366.5,111588
2367.5,111188
2368.5,110351
2369.5,111847
2370.5,113204
2371.5,113660
2372.5,30222.1
2373.5,-607.2
2374.5,-607.2
2375.5,-607.2
2376.5,-607.2
2377.5,-607.2
2378.5,-607.2
2379.5,-607.2
2380.5,-607.2
2381.5,-607.2
2382.5,-607.2
2383.5,-607.2
2384.5,-3742.8
2385.5,62378.5
2386.5,111444
2387.5,111391
2388.5,109622
2389.5,109945
2390.5,110409
2391.5,111069
2392.5,110715
2393.5,111764
2394.5,112956
2395.5,113308
2396.5,3603.41
2397.5,-607.2
2398.5,-607.2
2399.5,-607.2
2400.5,-607.2
2401.5,-607.2
2402.5,-607.2
2403.5,-607.2
2404.5,-607.2
2405.5,-607.2
2406.5,-607.2
2407.5,-607.2
2408.5,-1841.86
2409.5,-3605.82
2410.5,82500.9
2411.5,111617
2412.5,112244
2413.5,111730
2414.5,110962
2415.5,111931
2416.5,112368
2417.5,111938
2418.5,112153
2419.5,27182.6
2420.5,-607.2
2421.5,-607.2
2422.5,-607.2
2423.5,-607.2
2424.5,-607.2
2425.5,-607.2
2426.5,-607.2
2427.5,-607.2
2428.5,-607.2
2429.5,-607.2
2430.5,-607.2
2431.5,-607.2
2432.5,-3302.95
2433.5,46516.1
2434.5,111346
2435.5,111795
2436.5,109944
2437.5,110732
2438.5,109487
2439.5,109578
2440.5,110247
2441.5,111169
2442.5,112362
2443.5,114242
2444.5,114588
2445.5,114599
2446.5,113654
2447.5,113572
2448.5,113435
2449.5,24245.6
2450.5,-607.2
2451.5,-607.2
2452.5,-607.2
2453.5,-607.2
2454.5,-607.2
2455.5,-607.2
2456.5,-3522.05
2457.5,51446.3
2458.5,110846
2459.5,109848
2460.5,109245
2461.5,109647
2462.5,110684
2463.5,111350
2464.5,111037
2465.5,111698
2466.5,114496
2467.5,114766
2468.5,114931
2469.5,114928
2470.5,113911
2471.5,69339.1
2472.5,-607.2
2473.5,-607.2
2474.5,-607.2
2475.5,-607.2
2476.5,-607.2
2477.5,-607.2
2478.5,-607.2
2479.5,-607.2
2480.5,-607.2
2481.5,-3297.78
2482.5,9294.85
2483.5,-835.968
2484.5,-3564.29
2485.5,-898.009
2486.5,-2026.31
2487.5,-835.968
2488.5,-607.2
2489.5,-2962.26
2490.5,-835.968
2491.5,-607.2
2492.5,-607.2
2493.5,-607.2
2494.5,-607.2
2495.5,-607.2
2496.5,-607.2
2497.5,-607.2
2498.5,-607.2
2499.5,-607.2
2500.5,-607.2
2501.5,-607.2
2502.5,-607.2
2503.5,-607.2
2504.5,-2414.35
2505.5,-1559.77
2506.5,1384.08
2507.5,-835.968
2508.5,-4866.2
2509.5,110587
2510.5,111628
2511.5,110291
2512.5,110980
2513.5,112349
2514.5,112015
2515.5,112299
2516.5,78296.1
2517.5,-607.2
2518.5,-607.2
2519.5,-607.2
2520.5,-607.2
2521.5,-607.2
2522.5,-607.2
2523.5,-607.2
2524.5,-607.2
2525.5,-607.2
2526.5,-607.2
2527.5,-607.2
2528.5,-607.2
2529.5,-2231.62
2530.5,25290.8
2531.5,109820
2532.5,111243
2533.5,111699
2534.5,110911
2535.5,111692
2536.5,110828
2537.5,111636
2538.5,111782
2539.5,113016
2540.5,113180
2541.5,113071
2542.5,62166.6
2543.5,-607.2
2544.5,-607.2
2545.5,-607.2
2546.5,-607.2
2547.5,-607.2
2548.5,-607.2
2549.5,-607.2
2550.5,-607.2
2551.5,-607.2
2552.5,-4223.91
2553.5,94597.9
2554.5,110106
2555.5,108838
2556.5,108028
2557.5,107829
2558.5,108157
2559.5,108575
2560.5,109435
2561.5,110623
2562.5,112083
2563.5,114858
2564.5,115229
2565.5,115317
2566.5,114401
2567.5,114362
2568.5,114310
2569.5,114244
2570.5,114161
2571.5,114045
2572.5,68179.9
2573.5,-607.2
2574.5,-607.2
2575.5,-607.2
2576.5,-3640.94
2577.5,43362.9
2578.5,111843
2579.5,111792
2580.5,111308
2581.5,110850
2582.5,110484
2583.5,110887
2584.5,111474
2585.5,112079
2586.5,113916
2587.5,114164
2588.5,83121.9
2589.5,-607.2
2590.5,-607.2
2591.5,-607.2
2592.5,-607.2
2593.5,-607.2
2594.5,-607.2
2595.5,-607.2
2596.5,-607.2
2597.5,-607.2
2598.5,-607.2
2599.5,-607.2
2600.5,-1956.04
2601.5,-3393.36
2602.5,64991.9
2603.5,112050
2604.5,111550
2605.5,111207
2606.5,110878
2607.5,110858
2608.5,111210
2609.5,112080
2610.5,113729
2611.5,112511
2612.5,113605
2613.5,14876.6
2614.5,-607.2
2615.5,-607.2
2616.5,-607.2
2617.5,-607.2
2618.5,-607.2
2619.5,-607.2
2620.5,-607.2
2621.5,-607.2
2622.5,-607.2
2623.5,-607.2
2624.5,-3023.37
2625.5,37376.5
2626.5,111596
2627.5,109370
2628.5,108697
2629.5,108355
2630.5,108439
2631.5,108886
2632.5,109723
2633.5,110812
2634.5,112026
2635.5,114717
2636.5,114859
2637.5,114875
2638.5,114905
2639.5,114941
2640.5,114943
2641.5,113923
2642.5,95899
2643.5,-607.2
2644.5,-607.2
2645.5,-607.2
2646.5,-607.2
2647.5,-607.2
2648.5,-3859.77
2649.5,70559
2650.5,110869
2651.5,109809
2652.5,109153
2653.5,109468
2654.5,111334
2655.5,111706
2656.5,112124
2657.5,112199
2658.5,114213
2659.5,114677
2660.5,114527
2661.5,92536.4
2662.5,-607.2
2663.5,-607.2
2664.5,-607.2
2665.5,-607.2
2666.5,-607.2
2667.5,-607.2
2668.5,-607.2
2669.5,-607.2
2670.5,-607.2
2671.5,-607.2
2672.5,-4224.97
2673.5,94405.8
2674.5,109901
2675.5,108637
2676.5,107742
2677.5,107328
2678.5,107455
2679.5,107989
2680.5,109062
2681.5,110187
2682.5,112011
2683.5,114724
2684.5,115056
2685.5,115146
2686.5,115188
2687.5,115196
2688.5,115156
2689.5,115082
2690.5,114983
2691.5,114832
2692.5,5982.08
2693.5,-607.2
2694.5,-607.2
2695.5,-607.2
2696.5,-3551.99
2697.5,45401.6
2698.5,110744
2699.5,108284
2700.5,107501
2701.5,107135
2702.5,107274
2703.5,107874
2704.5,108821
2705.5,109999
2706.5,111367
2707.5,114677
2708.5,115296
2709.5,115166
2710.5,115207
2711.5,115177
2712.5,115059
2713.5,114983
2714.5,114983
2715.5,29721.4
2716.5,-607.2
2717.5,-607.2
2718.5,-607.2
2719.5,-607.2
2720.5,-3746.87
2721.5,62611.5
2722.5,111268
2723.5,110330
2724.5,110321
2725.5,110160
2726.5,111039
2727.5,110572
2728.5,113651
2729.5,113873
2730.5,113996
2731.5,41830.9
2732.5,-607.2
2733.5,-607.2
2734.5,-607.2
2735.5,-607.2
2736.5,-607.2
2737.5,-607.2
2738.5,-607.2
2739.5,-607.2
2740.5,-607.2
2741.5,-607.2
2742.5,-607.2
2743.5,-607.2
2744.5,-2635.33
2745.5,-1635.08
2746.5,-1354.76
2747.5,-607.2
2748.5,-2069.65
2749.5,-3890.64
2750.5,75023.7
2751.5,110862
2752.5,110363
2753.5,111401
2754.5,112108
2755.5,113082
2756.5,113337
2757.5,29818.5
2758.5,-607.2
2759.5,-607.2
2760.5,-607.2
2761.5,-607.2
2762.5,-607.2
2763.5,-607.2
2764.5,-607.2
2765.5,-607.2
2766.5,-607.2
2767.5,-607.2
2768.5,-4476.41
2769.5,105188
2770.5,109804
2771.5,108615
2772.5,107928
2773.5,107528
2774.5,107645
2775.5,107992
2776.5,108977
2777.5,110225
2778.5,111841
2779.5,114733
2780.5,114993
2781.5,115086
2782.5,115147
2783.5,115184
2784.5,115176
2785.5,114194
2786.5,114113
2787.5,114930
2788.5,114761
2789.5,-607.2
2790.5,-607.2
2791.5,-607.2
2792.5,-4153.68
2793.5,89831.6
2794.5,110104
2795.5,109124
2796.5,108399
2797.5,107920
2798.5,107987
2799.5,108457
2800.5,109406
2801.5,110402
2802.5,111543
2803.5,114659
2804.5,115048
2805.5,115147
2806.5,115198
2807.5,115222
2808.5,115210
2809.5,115139
2810.5,71565
2811.5,-607.2
2812.5,-607.2
2813.5,-607.2
2814.5,-607.2
2815.5,-607.2
2816.5,-3697.84
2817.5,58679.3
2818.5,110782
2819.5,109587
2820.5,108757
2821.5,108234
2822.5,108119
2823.5,108583
2824.5,109837
2825.5,110621
2826.5,111590
2827.5,114342
2828.5,114876
2829.5,114989
2830.5,114782
2831.5,114867
2832.5,114828
2833.5,52913.7
2834.5,-607.2
2835.5,-607.2
2836.5,-607.2
2837.5,-607.2
2838.5,-607.2
2839.5,-607.2
2840.5,-3540.35
2841.5,44533.8
2842.5,69441.7
2843.5,-835.968
2844.5,-607.2
2845.5,-2737.65
2846.5,-1530.38
2847.5,-835.968
2848.5,-2014.68
2849.5,-835.968
2850.5,-2359.07
2851.5,-835.968
2852.5,-607.2
2853.5,-607.2
2854.5,-607.2
2855.5,-607.2
2856.5,-607.2
2857.5,-607.2
2858.5,-607.2
2859.5,-607.2
2860.5,-607.2
2861.5,-607.2
2862.5,-607.2
2863.5,-607.2
2864.5,-2522.83
2865.5,-3630.49
2866.5,47816.7
2867.5,94550.6
2868.5,57743.7
2869.5,95241.3
2870.5,-835.968
2871.5,-607.2
2872.5,-607.2
2873.5,-607.2
2874.5,-607.2
2875.5,-607.2
2876.5,-607.2
2877.5,-607.2
2878.5,-607.2
2879.5,-607.2
2880.5,-607.2
2881.5,-607.2
2882.5,-607.2
2883.5,-607.2
2884.5,-607.2
2885.5,-607.2
2886.5,-607.2
2887.5,-607.2
2888.5,-4334.96
2889.5,100436
2890.5,109811
2891.5,108664
2892.5,107955
2893.5,107578
2894.5,107632
2895.5,108081
2896.5,108964
2897.5,110081
2898.5,111328
2899.5,113166
2900.5,113751
2901.5,113647
2902.5,113736
2903.5,113768
2904.5,113739
2905.5,113674
2906.5,113577
2907.5,89713.3
2908.5,-607.2
2909.5,-607.2
2910.5,-607.2
2911.5,-1714.19
2912.5,-3924.75
2913.5,99744.3
2914.5,109796
2915.5,108483
2916.5,107573
2917.5,107065
2918.5,107159
2919.5,107651
2920.5,108526
2921.5,109724
2922.5,111012
2923.5,113922
2924.5,114643
2925.5,114862
2926.5,114919
2927.5,114736
2928.5,114658
2929.5,114462
2930.5,23782.4
2931.5,-607.2
2932.5,-607.2
2933.5,-607.2
2934.5,-607.2
2935.5,-607.2
2936.5,-3002.94
2937.5,20471.9
2938.5,111855
2939.5,111020
2940.5,110236
2941.5,110073
2942.5,110000
2943.5,110201
2944.5,109816
2945.5,110699
2946.5,111153
2947.5,113068
2948.5,113607
2949.5,25869
2950.5,-607.2
2951.5,-607.2
2952.5,-607.2
2953.5,-607.2
2954.5,-607.2
2955.5,-607.2
2956.5,-607.2
2957.5,-607.2
2958.5,-607.2
2959.5,-607.2
2960.5,-607.2
2961.5,-1981.85
2962.5,-2860.73
2963.5,-2320.53
2964.5,-835.968
2965.5,-607.2
2966.5,-607.2
2967.5,-607.2
2968.5,-607.2
2969.5,-607.2
2970.5,-1858.17
2971.5,-835.968
2972.5,-607.2
2973.5,-607.2
2974.5,-607.2
2975.5,-607.2
2976.5,-607.2
2977.5,-607.2
2978.5,-607.2
2979.5,-607.2
2980.5,-607.2
2981.5,-607.2
2982.5,-607.2
2983.5,-607.2
2984.5,-3189.26
2985.5,40648.7
2986.5,111622
2987.5,110797
2988.5,110142
2989.5,109767
2990.5,109807
2991.5,110171
2992.5,110841
2993.5,111646
2994.5,111392
2995.5,112549
2996.5,112806
2997.5,112893
2998.5,112820
2999.5,1877.21
3000.5,-607.2
3001.5,-607.2
3002.5,-607.2
3003.5,-607.2
3004.5,-607.2
3005.5,-607.2
3006.5,-607.2
3007.5,-607.2
3008.5,-2041.17
3009.5,-3422.93
3010.5,-835.968
3011.5,-4543.38
3012.5,106746
3013.5,111166
3014.5,111222
3015.5,111324
3016.5,111227
3017.5,111244
3018.5,110141
3019.5,20376.2
3020.5,-607.2
3021.5,-607.2
3022.5,-607.2
3023.5,-607.2
3024.5,-607.2
3025.5,-607.2
3026.5,-607.2
3027.5,-607.2
3028.5,-607.2
3029.5,-607.2
3030.5,-607.2
3031.5,-607.2
3032.5,-2648.79
3033.5,1081.36
3034.5,111377
3035.5,110752
3036.5,110157
3037.5,109915
3038.5,110209
3039.5,110641
3040.5,110404
3041.5,109613
3042.5,107912
3043.5,-607.2
3044.5,-607.2
3045.5,-607.2
3046.5,-607.2
3047.5,-607.2
3048.5,-607.2
3049.5,-607.2
3050.5,-607.2
3051.5,-607.2
3052.5,-607.2
3053.5,-607.2
3054.5,-607.2
3055.5,-607.2
3056.5,-607.2
3057.5,-607.2
3058.5,-607.2
3059.5,-607.2
3060.5,-607.2
3061.5,-607.2
3062.5,-607.2
3063.5,-607.2
3064.5,-607.2
3065.5,-607.2
3066.5,-607.2
3067.5,-607.2
3068.5,-607.2
3069.5,-607.2
3070.5,-607.2
3071.5,-607.2
3072.5,-607.2
3073.5,-607.2
3074.5,-607.2
3075.5,-607.2
3076.5,-607.2
3077.5,-607.2
3078.5,-607.2
3079.5,-607.2
3080.5,-2362.6
